sr. No,NRCan.Reference,Brand,Model,AEC,Type,Defrost,FreezerLoc,TotalVol,SizeCategory,DoorIce,RefVol,FreezerVol,Ratio,
1450,10017279,Whirlpool,WRT111SFD*0*,301,Refrigerator,Automatic,Top,302.42,5,No,219.17,83.25,0.379842132,
1478,10194896,Whirlpool,WRT549SZD*,336,Refrigerator,Automatic,Top,544.53,9,No,398.7,145.83,0.365763732,
1493,10195186,Whirlpool,WRS586FID*,574,Refrigerator,Automatic,Side,724.62,12,Yes,471.75,252.87,0.536025437,
1511,17687692,Whirlpool,WH35S1E,245,Compact refrigerator,Manual,Inside,96,1,No,84.1,11.6,0.137931034,
1584,17687695,Whirlpool,WHW43S,250,Compact refrigerator,Manual,Inside,120,1,No,106,14,0.132075472,
1598,10975761,Whirlpool,WRS331FDD*0*,528,Refrigerator,Automatic,Side,600.31,10,Yes,409.17,191.7,0.468509422,
1755,11236095,Whirlpool,WRB551WNDS,397,Refrigerator,Automatic,Bottom,321.113,5,No,219.1,101.94,0.465267001,
1766,11697254,Whirlpool,WRS335FDD***,566,Refrigerator,Automatic,Side,693.47,12,Yes,433.81,259.66,0.598556972,
1889,12987063,Whirlpool,WRV976FDE***,578,Refrigerator,Automatic,Bottom,729.44,12,Yes,513.95,215.49,0.419282031,
1895,12987074,Whirlpool,WRF757SDE***,528,Refrigerator,Automatic,Bottom,758.88,13,Yes,538.86,220.02,0.408306425,
1978,14105558,Whirlpool,WRT348FME*0*,329,Refrigerator,Automatic,Top,516.49,8,No,372.08,144.41,0.388115459,
2003,14419384,Whirlpool,WUR50X24EM,310,Compact refrigerator,Automatic,No freezer,160,2,No,160,0,0,
2116,14982114,Whirlpool,URB551WNEM,396,Refrigerator,Automatic,Bottom,320,5,No,222,98,0.441441441,
2211,17687694,Whirlpool,WHW36S,300,Compact refrigerator,Manual,No freezer,104.4,1,No,104.4,0,0,
2328,15799755,Whirlpool,WRR56X18F***,293,Refrigerator,Automatic,No freezer,501.2,8,No,501.2,0,0,
2364,12772369,Whirlpool,WH31S1E,320,Compact refrigerator,Manual,Inside,86,1,No,58.9,26.8,0.455008489,
2494,16513777,Whirlpool,WRF992FIF***,567,Refrigerator,Automatic,Bottom,892.8,15,Yes,638.5,254.3,0.398277212,
2600,16648538,Whirlpool,WRT518SZF***,356,Refrigerator,Automatic,Top,499.5,8,No,386.8,112.7,0.291365047,
2677,17004220,Whirlpool,WRS571CI**0*,531,Refrigerator,Automatic,Side,583.2,10,Yes,385.7,197.6,0.512315271,
2774,17687693,Whirlpool,WH46TS1E,325,Compact refrigerator,Manual,Inside,129,2,No,92,37.1,0.40326087,
2883,18443214,Whirlpool,URB551WNGZ,358,Refrigerator,Automatic,Bottom,320,5,No,223,97,0.434977578,
2979,11702192,Whirlpool,WH31**QA,423,Compact refrigerator,Partial automatic,Inside,86,1,No,58.9,26.8,0.455008489,
846,8274802,White House,WSMF8YGF****,580,Refrigerator,Automatic,Bottom,723.496,12,No,447.406,276.089,0.617088282,
184,276395,White-Westinghouse,WRT8G3E*,478.88,Refrigerator,Automatic,Top,515.424,8,No,400.162,115.262,0.288038344,
1273,9874096,White-Westinghouse,WWTR1811Q*,359,Refrigerator,Automatic,Top,511.971,8,No,399.27,112.702,0.282270143,
2270,15297884,White-Westinghouse,WWVU21F4SC*,354,Refrigerator,Automatic,No freezer,581,10,No,581,0,0,
2345,16294602,White-Westinghouse,WWTR1611S*,344,Refrigerator,Automatic,Top,461.567,7,No,358.776,102.791,0.286504671,
